1767643302.461387 server started (3948): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1767643302.461420 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:29 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6000
1767643302.461425 using libevent 2.1.12-stable select
1767643302.461432 using utf8proc 2.11.2
1767643302.461436 using ncurses 6.5 20240427
1767643302.677918 cmd_parse_build_commands 0:3 1:2: select-line
1767643302.677921 cmd_parse_build_commands 0:3 2:0: run
1767643302.677923 cmd_parse_build_commands 0:3 2:1: -d0.3
1767643302.678377 cmd_parse_build_commands 0:3 3:0: send
1767643302.678389 cmd_parse_build_commands 0:3 3:1: -X
1767643302.678392 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1767643302.678397 cmd_parse_build_commands 0:0: select-pane
1767643302.678427 cmd_parse_build_commands 1:0: send
1767643302.678435 cmd_parse_build_commands 1:1: -X
1767643302.678438 cmd_parse_build_commands 1:2: select-line
1767643302.678450 cmd_parse_build_commands 2:0: run
1767643302.678453 cmd_parse_build_commands 2:1: -d0.3
1767643302.678456 cmd_parse_build_commands 3:0: send
1767643302.678459 cmd_parse_build_commands 3:1: -X
1767643302.678469 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1767643302.678474 args_parse: flags end at 1 of 1
1767643302.678479 args_parse_flags: next -X
1767643302.678481 args_parse_flags: -X
1767643302.678484 args_parse_flags: next select-line
1767643302.678486 args_parse: flags end at 2 of 3
1767643302.678488 args_parse: 2 = select-line (type STRING)
1767643302.678492 args_parse_flags: next -d0.3
1767643302.678495 args_parse_flag_argument: -d = 0.3
1767643302.678497 args_parse: flags end at 2 of 2
1767643302.678501 args_parse_flags: next -X
1767643302.678503 args_parse_flags: -X
1767643302.678506 args_parse_flags: next copy-pipe-and-cancel
1767643302.678508 args_parse: flags end at 2 of 3
1767643302.678510 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1767643302.678520 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1767643302.678523 args_parse_flags: next -Tcopy-mode
1767643302.678525 args_parse_flag_argument: -T = copy-mode
1767643302.678527 args_parse_flags: next TripleClick1Pane
1767643302.678530 args_parse: flags end at 2 of 4
1767643302.678532 args_parse: 2 = TripleClick1Pane (type STRING)
1767643302.678540 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1767643302.678552 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1767643302.678557 cmdq_get_command: [bind-key/0x139817320] group 1685
1767643302.678560 cmdq_append <global>: [bind-key/0x139817320]
1767643302.678563 yylex_token: end at WS
1767643302.678566 yylex_token: bind
1767643302.678569 yylex_token: end at WS
1767643302.678571 yylex_token: -Tcopy-mode
1767643302.678574 yylex_token: end at WS
1767643302.678576 yylex_token: NPage
1767643302.678579 yylex_token: end at WS
1767643302.678582 yylex_token: send
1767643302.678585 yylex_token: end at WS
1767643302.678587 yylex_token: -X
1767643302.678590 yylex_token: end at WS
1767643302.678598 yylex_token: page-down
1767643302.678602 cmd_parse_build_commands 0:0: bind
1767643302.678605 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.678607 cmd_parse_build_commands 0:2: NPage
1767643302.678610 cmd_parse_build_commands 0:3 0:0: send
1767643302.678613 cmd_parse_build_commands 0:3 0:1: -X
1767643302.678616 cmd_parse_build_commands 0:3 0:2: page-down
1767643302.678619 cmd_parse_build_commands 0:0: send
1767643302.678622 cmd_parse_build_commands 0:1: -X
1767643302.678626 cmd_parse_build_commands 0:2: page-down
1767643302.678630 args_parse_flags: next -X
1767643302.678633 args_parse_flags: -X
1767643302.678637 args_parse_flags: next page-down
1767643302.678642 args_parse: flags end at 2 of 3
1767643302.678645 args_parse: 2 = page-down (type STRING)
1767643302.678649 cmd_parse_build_commands: send-keys -X page-down
1767643302.678652 args_parse_flags: next -Tcopy-mode
1767643302.678655 args_parse_flag_argument: -T = copy-mode
1767643302.678658 args_parse_flags: next NPage
1767643302.678661 args_parse: flags end at 2 of 4
1767643302.678664 args_parse: 2 = NPage (type STRING)
1767643302.678668 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1767643302.678676 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1767643302.678681 cmdq_get_command: [bind-key/0x139817890] group 1696
1767643302.678684 cmdq_append <global>: [bind-key/0x139817890]
1767643302.678687 yylex_token: end at WS
1767643302.678690 yylex_token: bind
1767643302.678693 yylex_token: end at WS
1767643302.678695 yylex_token: -Tcopy-mode
1767643302.678698 yylex_token: end at WS
1767643302.678739 yylex_token: PPage
1767643302.678760 yylex_token: end at WS
1767643302.678770 yylex_token: send
1767643302.678775 yylex_token: end at WS
1767643302.679200 yylex_token: -X
1767643302.679205 yylex_token: end at WS
1767643302.679208 yylex_token: page-up
1767643302.679213 cmd_parse_build_commands 0:0: bind
1767643302.679216 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679218 cmd_parse_build_commands 0:2: PPage
1767643302.679221 cmd_parse_build_commands 0:3 0:0: send
1767643302.679224 cmd_parse_build_commands 0:3 0:1: -X
1767643302.679226 cmd_parse_build_commands 0:3 0:2: page-up
1767643302.679230 cmd_parse_build_commands 0:0: send
1767643302.679233 cmd_parse_build_commands 0:1: -X
1767643302.679235 cmd_parse_build_commands 0:2: page-up
1767643302.679239 args_parse_flags: next -X
1767643302.679247 args_parse_flags: -X
1767643302.679250 args_parse_flags: next page-up
1767643302.679253 args_parse: flags end at 2 of 3
1767643302.679255 args_parse: 2 = page-up (type STRING)
1767643302.679261 cmd_parse_build_commands: send-keys -X page-up
1767643302.679263 args_parse_flags: next -Tcopy-mode
1767643302.679266 args_parse_flag_argument: -T = copy-mode
1767643302.679268 args_parse_flags: next PPage
1767643302.679271 args_parse: flags end at 2 of 4
1767643302.679273 args_parse: 2 = PPage (type STRING)
1767643302.679278 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1767643302.679286 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1767643302.679290 cmdq_get_command: [bind-key/0x139906150] group 1704
1767643302.679293 cmdq_append <global>: [bind-key/0x139906150]
1767643302.679295 yylex_token: end at WS
1767643302.679298 yylex_token: bind
1767643302.679301 yylex_token: end at WS
1767643302.679303 yylex_token: -Tcopy-mode
1767643302.679305 yylex_token: end at WS
1767643302.679308 yylex_token: Up
1767643302.679310 yylex_token: end at WS
1767643302.679312 yylex_token: send
1767643302.679314 yylex_token: end at WS
1767643302.679317 yylex_token: -X
1767643302.679319 yylex_token: end at WS
1767643302.679321 yylex_token: cursor-up
1767643302.679326 cmd_parse_build_commands 0:0: bind
1767643302.679329 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679331 cmd_parse_build_commands 0:2: Up
1767643302.679334 cmd_parse_build_commands 0:3 0:0: send
1767643302.679336 cmd_parse_build_commands 0:3 0:1: -X
1767643302.679338 cmd_parse_build_commands 0:3 0:2: cursor-up
1767643302.679341 cmd_parse_build_commands 0:0: send
1767643302.679344 cmd_parse_build_commands 0:1: -X
1767643302.679346 cmd_parse_build_commands 0:2: cursor-up
1767643302.679349 args_parse_flags: next -X
1767643302.679352 args_parse_flags: -X
1767643302.679354 args_parse_flags: next cursor-up
1767643302.679357 args_parse: flags end at 2 of 3
1767643302.679359 args_parse: 2 = cursor-up (type STRING)
1767643302.679365 cmd_parse_build_commands: send-keys -X cursor-up
1767643302.679369 args_parse_flags: next -Tcopy-mode
1767643302.679379 args_parse_flag_argument: -T = copy-mode
1767643302.679382 args_parse_flags: next Up
1767643302.679384 args_parse: flags end at 2 of 4
1767643302.679387 args_parse: 2 = Up (type STRING)
1767643302.679391 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1767643302.679398 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1767643302.679402 cmdq_get_command: [bind-key/0x1399065c0] group 1712
1767643302.679404 cmdq_append <global>: [bind-key/0x1399065c0]
1767643302.679407 yylex_token: end at WS
1767643302.679409 yylex_token: bind
1767643302.679412 yylex_token: end at WS
1767643302.679414 yylex_token: -Tcopy-mode
1767643302.679417 yylex_token: end at WS
1767643302.679419 yylex_token: Down
1767643302.679421 yylex_token: end at WS
1767643302.679424 yylex_token: send
1767643302.679426 yylex_token: end at WS
1767643302.679428 yylex_token: -X
1767643302.679431 yylex_token: end at WS
1767643302.679433 yylex_token: cursor-down
1767643302.679436 cmd_parse_build_commands 0:0: bind
1767643302.679439 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679442 cmd_parse_build_commands 0:2: Down
1767643302.679451 cmd_parse_build_commands 0:3 0:0: send
1767643302.679453 cmd_parse_build_commands 0:3 0:1: -X
1767643302.679456 cmd_parse_build_commands 0:3 0:2: cursor-down
1767643302.679459 cmd_parse_build_commands 0:0: send
1767643302.679461 cmd_parse_build_commands 0:1: -X
1767643302.679464 cmd_parse_build_commands 0:2: cursor-down
1767643302.679468 args_parse_flags: next -X
1767643302.679470 args_parse_flags: -X
1767643302.679473 args_parse_flags: next cursor-down
1767643302.679475 args_parse: flags end at 2 of 3
1767643302.679478 args_parse: 2 = cursor-down (type STRING)
1767643302.679483 cmd_parse_build_commands: send-keys -X cursor-down
1767643302.679485 args_parse_flags: next -Tcopy-mode
1767643302.679488 args_parse_flag_argument: -T = copy-mode
1767643302.679490 args_parse_flags: next Down
1767643302.679493 args_parse: flags end at 2 of 4
1767643302.679496 args_parse: 2 = Down (type STRING)
1767643302.679500 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1767643302.679509 cmd_parse_build_commands: bind-key -T copy-mode Down { send-keys -X cursor-down }
1767643302.679513 cmdq_get_command: [bind-key/0x139906ab0] group 1720
1767643302.679515 cmdq_append <global>: [bind-key/0x139906ab0]
1767643302.679517 yylex_token: end at WS
1767643302.679520 yylex_token: bind
1767643302.679522 yylex_token: end at WS
1767643302.679524 yylex_token: -Tcopy-mode
1767643302.679527 yylex_token: end at WS
1767643302.679529 yylex_token: Left
1767643302.679531 yylex_token: end at WS
1767643302.679533 yylex_token: send
1767643302.679536 yylex_token: end at WS
1767643302.679538 yylex_token: -X
1767643302.679540 yylex_token: end at WS
1767643302.679543 yylex_token: cursor-left
1767643302.679546 cmd_parse_build_commands 0:0: bind
1767643302.679548 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679551 cmd_parse_build_commands 0:2: Left
1767643302.679554 cmd_parse_build_commands 0:3 0:0: send
1767643302.679556 cmd_parse_build_commands 0:3 0:1: -X
1767643302.679558 cmd_parse_build_commands 0:3 0:2: cursor-left
1767643302.679562 cmd_parse_build_commands 0:0: send
1767643302.679564 cmd_parse_build_commands 0:1: -X
1767643302.679566 cmd_parse_build_commands 0:2: cursor-left
1767643302.679570 args_parse_flags: next -X
1767643302.679572 args_parse_flags: -X
1767643302.679575 args_parse_flags: next cursor-left
1767643302.679577 args_parse: flags end at 2 of 3
1767643302.679579 args_parse: 2 = cursor-left (type STRING)
1767643302.679584 cmd_parse_build_commands: send-keys -X cursor-left
1767643302.679586 args_parse_flags: next -Tcopy-mode
1767643302.679589 args_parse_flag_argument: -T = copy-mode
1767643302.679591 args_parse_flags: next Left
1767643302.679594 args_parse: flags end at 2 of 4
1767643302.679596 args_parse: 2 = Left (type STRING)
1767643302.679600 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1767643302.679608 cmd_parse_build_commands: bind-key -T copy-mode Left { send-keys -X cursor-left }
1767643302.679611 cmdq_get_command: [bind-key/0x139906e60] group 1728
1767643302.679614 cmdq_append <global>: [bind-key/0x139906e60]
1767643302.679617 yylex_token: end at WS
1767643302.679619 yylex_token: bind
1767643302.679622 yylex_token: end at WS
1767643302.679625 yylex_token: -Tcopy-mode
1767643302.679627 yylex_token: end at WS
1767643302.679629 yylex_token: Right
1767643302.679637 yylex_token: end at WS
1767643302.679640 yylex_token: send
1767643302.679642 yylex_token: end at WS
1767643302.679645 yylex_token: -X
1767643302.679647 yylex_token: end at WS
1767643302.679649 yylex_token: cursor-right
1767643302.679652 cmd_parse_build_commands 0:0: bind
1767643302.679655 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679657 cmd_parse_build_commands 0:2: Right
1767643302.679659 cmd_parse_build_commands 0:3 0:0: send
1767643302.679661 cmd_parse_build_commands 0:3 0:1: -X
1767643302.679664 cmd_parse_build_commands 0:3 0:2: cursor-right
1767643302.679667 cmd_parse_build_commands 0:0: send
1767643302.679669 cmd_parse_build_commands 0:1: -X
1767643302.679671 cmd_parse_build_commands 0:2: cursor-right
1767643302.679679 args_parse_flags: next -X
1767643302.679681 args_parse_flags: -X
1767643302.679684 args_parse_flags: next cursor-right
1767643302.679686 args_parse: flags end at 2 of 3
1767643302.679688 args_parse: 2 = cursor-right (type STRING)
1767643302.679693 cmd_parse_build_commands: send-keys -X cursor-right
1767643302.679696 args_parse_flags: next -Tcopy-mode
1767643302.679699 args_parse_flag_argument: -T = copy-mode
1767643302.679701 args_parse_flags: next Right
1767643302.679703 args_parse: flags end at 2 of 4
1767643302.679706 args_parse: 2 = Right (type STRING)
1767643302.679710 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1767643302.679718 cmd_parse_build_commands: bind-key -T copy-mode Right { send-keys -X cursor-right }
1767643302.679722 cmdq_get_command: [bind-key/0x1399072b0] group 1736
1767643302.679724 cmdq_append <global>: [bind-key/0x1399072b0]
1767643302.679727 yylex_token: end at WS
1767643302.679729 yylex_token: bind
1767643302.679732 yylex_token: end at WS
1767643302.679735 yylex_token: -Tcopy-mode
1767643302.679737 yylex_token: end at WS
1767643302.679739 yylex_token: M-1
1767643302.679742 yylex_token: end at WS
1767643302.679744 yylex_token: command-prompt
1767643302.679747 yylex_token: end at WS
1767643302.679749 yylex_token: -Np(repeat)
1767643302.679752 yylex_token: end at WS
1767643302.679754 yylex_token: -I1
1767643302.679757 yylex_token: end at WS
1767643302.679759 yylex_token: send
1767643302.679763 yylex_token: end at WS
1767643302.679765 yylex_token: -N
1767643302.679768 yylex_token: end at WS
1767643302.679770 yylex_token: %%
1767643302.679774 cmd_parse_build_commands 0:0: bind
1767643302.679776 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.679778 cmd_parse_build_commands 0:2: M-1
1767643302.679781 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.679783 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.679786 cmd_parse_build_commands 0:3 0:2: -I1
1767643302.679788 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.679791 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.679793 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.679797 cmd_parse_build_commands 0:0: command-prompt
1767643302.679799 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.679802 cmd_parse_build_commands 0:2: -I1
1767643302.679804 cmd_parse_build_commands 0:3 0:0: send
1767643302.679807 cmd_parse_build_commands 0:3 0:1: -N
1767643302.679810 cmd_parse_build_commands 0:3 0:2: %%
1767643302.679813 cmd_parse_build_commands 0:0: send
1767643302.679815 cmd_parse_build_commands 0:1: -N
1767643302.679818 cmd_parse_build_commands 0:2: %%
1767643302.679821 args_parse_flags: next -N
1767643302.679824 args_parse_flag_argument: -N = %%
1767643302.679826 args_parse: flags end at 3 of 3
1767643302.679831 cmd_parse_build_commands: send-keys -N "%%"
1767643302.679834 args_parse_flags: next -Np(repeat)
1767643302.679836 args_parse_flags: -N
1767643302.679852 args_parse_flag_argument: -p = (repeat)
1767643302.679857 args_parse_flags: next -I1
1767643302.679869 args_parse_flag_argument: -I = 1
1767643302.679873 args_parse: flags end at 3 of 4
1767643302.679887 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.679910 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1767643302.679914 args_parse_flags: next -Tcopy-mode
1767643302.679918 args_parse_flag_argument: -T = copy-mode
1767643302.679921 args_parse_flags: next M-1
1767643302.679923 args_parse: flags end at 2 of 4
1767643302.679926 args_parse: 2 = M-1 (type STRING)
1767643302.679933 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.679943 cmd_parse_build_commands: bind-key -T copy-mode M-1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1767643302.679948 cmdq_get_command: [bind-key/0x139907a80] group 1744
1767643302.679951 cmdq_append <global>: [bind-key/0x139907a80]
1767643302.679953 yylex_token: end at WS
1767643302.679956 yylex_token: bind
1767643302.679958 yylex_token: end at WS
1767643302.679961 yylex_token: -Tcopy-mode
1767643302.679968 yylex_token: end at WS
1767643302.679971 yylex_token: M-2
1767643302.679973 yylex_token: end at WS
1767643302.679976 yylex_token: command-prompt
1767643302.679978 yylex_token: end at WS
1767643302.679981 yylex_token: -Np(repeat)
1767643302.679984 yylex_token: end at WS
1767643302.679986 yylex_token: -I2
1767643302.679988 yylex_token: end at WS
1767643302.679990 yylex_token: send
1767643302.679993 yylex_token: end at WS
1767643302.679995 yylex_token: -N
1767643302.679997 yylex_token: end at WS
1767643302.679999 yylex_token: %%
1767643302.680003 cmd_parse_build_commands 0:0: bind
1767643302.680005 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.680007 cmd_parse_build_commands 0:2: M-2
1767643302.680015 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.680018 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.680020 cmd_parse_build_commands 0:3 0:2: -I2
1767643302.680023 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.680025 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.680028 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.680031 cmd_parse_build_commands 0:0: command-prompt
1767643302.680033 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.680036 cmd_parse_build_commands 0:2: -I2
1767643302.680039 cmd_parse_build_commands 0:3 0:0: send
1767643302.680042 cmd_parse_build_commands 0:3 0:1: -N
1767643302.680044 cmd_parse_build_commands 0:3 0:2: %%
1767643302.680047 cmd_parse_build_commands 0:0: send
1767643302.680050 cmd_parse_build_commands 0:1: -N
1767643302.680053 cmd_parse_build_commands 0:2: %%
1767643302.680056 args_parse_flags: next -N
1767643302.680059 args_parse_flag_argument: -N = %%
1767643302.680061 args_parse: flags end at 3 of 3
1767643302.680065 cmd_parse_build_commands: send-keys -N "%%"
1767643302.680068 args_parse_flags: next -Np(repeat)
1767643302.680070 args_parse_flags: -N
1767643302.680073 args_parse_flag_argument: -p = (repeat)
1767643302.680075 args_parse_flags: next -I2
1767643302.680081 args_parse_flag_argument: -I = 2
1767643302.680084 args_parse: flags end at 3 of 4
1767643302.680087 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.680095 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1767643302.680097 args_parse_flags: next -Tcopy-mode
1767643302.680100 args_parse_flag_argument: -T = copy-mode
1767643302.680102 args_parse_flags: next M-2
1767643302.680105 args_parse: flags end at 2 of 4
1767643302.680108 args_parse: 2 = M-2 (type STRING)
1767643302.680115 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.680125 cmd_parse_build_commands: bind-key -T copy-mode M-2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1767643302.680129 cmdq_get_command: [bind-key/0x1399080b0] group 1756
1767643302.680132 cmdq_append <global>: [bind-key/0x1399080b0]
1767643302.680134 yylex_token: end at WS
1767643302.680137 yylex_token: bind
1767643302.680140 yylex_token: end at WS
1767643302.680143 yylex_token: -Tcopy-mode
1767643302.680145 yylex_token: end at WS
1767643302.680148 yylex_token: M-3
1767643302.680150 yylex_token: end at WS
1767643302.680152 yylex_token: command-prompt
1767643302.680155 yylex_token: end at WS
1767643302.680157 yylex_token: -Np(repeat)
1767643302.680159 yylex_token: end at WS
1767643302.680161 yylex_token: -I3
1767643302.680163 yylex_token: end at WS
1767643302.680166 yylex_token: send
1767643302.680168 yylex_token: end at WS
1767643302.680170 yylex_token: -N
1767643302.680172 yylex_token: end at WS
1767643302.680174 yylex_token: %%
1767643302.680177 cmd_parse_build_commands 0:0: bind
1767643302.680180 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.680182 cmd_parse_build_commands 0:2: M-3
1767643302.680185 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.680187 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.680189 cmd_parse_build_commands 0:3 0:2: -I3
1767643302.680192 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.680202 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.680347 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.680359 cmd_parse_build_commands 0:0: command-prompt
1767643302.680361 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.680364 cmd_parse_build_commands 0:2: -I3
1767643302.680366 cmd_parse_build_commands 0:3 0:0: send
1767643302.680369 cmd_parse_build_commands 0:3 0:1: -N
1767643302.680371 cmd_parse_build_commands 0:3 0:2: %%
1767643302.680374 cmd_parse_build_commands 0:0: send
1767643302.680376 cmd_parse_build_commands 0:1: -N
1767643302.680379 cmd_parse_build_commands 0:2: %%
1767643302.680383 args_parse_flags: next -N
1767643302.680386 args_parse_flag_argument: -N = %%
1767643302.680388 args_parse: flags end at 3 of 3
1767643302.680393 cmd_parse_build_commands: send-keys -N "%%"
1767643302.680396 args_parse_flags: next -Np(repeat)
1767643302.680398 args_parse_flags: -N
1767643302.680401 args_parse_flag_argument: -p = (repeat)
1767643302.680403 args_parse_flags: next -I3
1767643302.680406 args_parse_flag_argument: -I = 3
1767643302.680408 args_parse: flags end at 3 of 4
1767643302.680411 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.680418 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1767643302.680421 args_parse_flags: next -Tcopy-mode
1767643302.680424 args_parse_flag_argument: -T = copy-mode
1767643302.680426 args_parse_flags: next M-3
1767643302.680429 args_parse: flags end at 2 of 4
1767643302.680431 args_parse: 2 = M-3 (type STRING)
1767643302.680438 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.680448 cmd_parse_build_commands: bind-key -T copy-mode M-3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1767643302.680452 cmdq_get_command: [bind-key/0x139908780] group 1768
1767643302.680455 cmdq_append <global>: [bind-key/0x139908780]
1767643302.680458 yylex_token: end at WS
1767643302.680461 yylex_token: bind
1767643302.680470 yylex_token: end at WS
1767643302.680472 yylex_token: -Tcopy-mode
1767643302.680475 yylex_token: end at WS
1767643302.680478 yylex_token: M-4
1767643302.680481 yylex_token: end at WS
1767643302.680483 yylex_token: command-prompt
1767643302.680486 yylex_token: end at WS
1767643302.680488 yylex_token: -Np(repeat)
1767643302.680490 yylex_token: end at WS
1767643302.680492 yylex_token: -I4
1767643302.680494 yylex_token: end at WS
1767643302.680497 yylex_token: send
1767643302.680499 yylex_token: end at WS
1767643302.680501 yylex_token: -N
1767643302.680504 yylex_token: end at WS
1767643302.680506 yylex_token: %%
1767643302.680509 cmd_parse_build_commands 0:0: bind
1767643302.680511 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.680514 cmd_parse_build_commands 0:2: M-4
1767643302.680516 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.680519 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.680521 cmd_parse_build_commands 0:3 0:2: -I4
1767643302.680524 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.680526 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.680529 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.680532 cmd_parse_build_commands 0:0: command-prompt
1767643302.680535 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.680538 cmd_parse_build_commands 0:2: -I4
1767643302.680541 cmd_parse_build_commands 0:3 0:0: send
1767643302.680544 cmd_parse_build_commands 0:3 0:1: -N
1767643302.680546 cmd_parse_build_commands 0:3 0:2: %%
1767643302.680550 cmd_parse_build_commands 0:0: send
1767643302.680552 cmd_parse_build_commands 0:1: -N
1767643302.680554 cmd_parse_build_commands 0:2: %%
1767643302.680557 args_parse_flags: next -N
1767643302.680560 args_parse_flag_argument: -N = %%
1767643302.680562 args_parse: flags end at 3 of 3
1767643302.680566 cmd_parse_build_commands: send-keys -N "%%"
1767643302.680569 args_parse_flags: next -Np(repeat)
1767643302.680571 args_parse_flags: -N
1767643302.680574 args_parse_flag_argument: -p = (repeat)
1767643302.680577 args_parse_flags: next -I4
1767643302.680580 args_parse_flag_argument: -I = 4
1767643302.680582 args_parse: flags end at 3 of 4
1767643302.680586 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.680600 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1767643302.680602 args_parse_flags: next -Tcopy-mode
1767643302.680605 args_parse_flag_argument: -T = copy-mode
1767643302.680608 args_parse_flags: next M-4
1767643302.680610 args_parse: flags end at 2 of 4
1767643302.680613 args_parse: 2 = M-4 (type STRING)
1767643302.680619 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.680628 cmd_parse_build_commands: bind-key -T copy-mode M-4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1767643302.680633 cmdq_get_command: [bind-key/0x139908d30] group 1780
1767643302.680635 cmdq_append <global>: [bind-key/0x139908d30]
1767643302.680638 yylex_token: end at WS
1767643302.680640 yylex_token: bind
1767643302.680643 yylex_token: end at WS
1767643302.680645 yylex_token: -Tcopy-mode
1767643302.680648 yylex_token: end at WS
1767643302.680651 yylex_token: M-5
1767643302.680653 yylex_token: end at WS
1767643302.680656 yylex_token: command-prompt
1767643302.680658 yylex_token: end at WS
1767643302.680661 yylex_token: -Np(repeat)
1767643302.680663 yylex_token: end at WS
1767643302.680665 yylex_token: -I5
1767643302.680668 yylex_token: end at WS
1767643302.680670 yylex_token: send
1767643302.680673 yylex_token: end at WS
1767643302.680675 yylex_token: -N
1767643302.680678 yylex_token: end at WS
1767643302.680680 yylex_token: %%
1767643302.680683 cmd_parse_build_commands 0:0: bind
1767643302.680686 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.680688 cmd_parse_build_commands 0:2: M-5
1767643302.680691 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.680694 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.680697 cmd_parse_build_commands 0:3 0:2: -I5
1767643302.680699 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.680702 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.680704 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.680707 cmd_parse_build_commands 0:0: command-prompt
1767643302.680710 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.680712 cmd_parse_build_commands 0:2: -I5
1767643302.680714 cmd_parse_build_commands 0:3 0:0: send
1767643302.680716 cmd_parse_build_commands 0:3 0:1: -N
1767643302.680719 cmd_parse_build_commands 0:3 0:2: %%
1767643302.680726 cmd_parse_build_commands 0:0: send
1767643302.680730 cmd_parse_build_commands 0:1: -N
